chrosome,start,end,sample_name,n_spliced_reads,strand,junction_name
chr11,128992046,128998319,63_sALS.SJ.out,4,-,ARHGAP32|novel_acceptor|7
chr12,8194327,8194420,63_sALS.SJ.out,0,+,FAM66C|annotated|1
chr12,27302188,27309114,63_sALS.SJ.out,0,+,STK38L|annotated|1
chr12,27656730,27658816,63_sALS.SJ.out,1,+,PPFIBP1|annotated|1
chr12,27658848,27660884,63_sALS.SJ.out,1,+,PPFIBP1|annotated|1
chr12,39326324,39330746,63_sALS.SJ.out,19,-,KIF21A|annotated|1
chr12,40763198,40908357,63_sALS.SJ.out,2,+,CNTN1|annotated|1
chr12,50016715,50025328,63_sALS.SJ.out,1,-,RACGAP1|annotated|1
chr12,50401028,50427765,63_sALS.SJ.out,2,+,LARP4|annotated|1
chr12,57529329,57529611,63_sALS.SJ.out,1,+,MBD6|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,63_sALS.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,81299382,81312160,63_sALS.SJ.out,1,-,PPFIA2|annotated|1
chr12,81312168,81325777,63_sALS.SJ.out,1,-,PPFIA2|annotated|1
chr13,35164509,35171272,63_sALS.SJ.out,1,+,NBEA|annotated|1
chr13,45465210,45466517,63_sALS.SJ.out,3,+,COG3|annotated|1
chr14,23298917,23299401,63_sALS.SJ.out,3,-,PPP1R3E|annotated|1
chr14,56618763,56619358,63_sALS.SJ.out,1,+,TMEM260|annotated|1
chr14,58365622,58366883,63_sALS.SJ.out,2,+,ARID4A|annotated|1
chr14,75053659,75056447,63_sALS.SJ.out,1,-,ACYP1|novel_donor|1
chr15,33842035,33844862,63_sALS.SJ.out,2,+,RYR3|annotated|1
chr15,42352124,42354340,63_sALS.SJ.out,2,+,RP11-164J13.1|annotated|1
chr15,57251423,57253262,63_sALS.SJ.out,1,+,TCF12|annotated|1
chr15,77641025,77677089,63_sALS.SJ.out,2,-,LINGO1|novel_acceptor|3
chr16,2604374,2610462,63_sALS.SJ.out,2,+,ENSG00000215154|novel_donor|1
chr16,10972559,10972938,63_sALS.SJ.out,1,+,CLEC16A|annotated|1
chr16,18319298,18319795,63_sALS.SJ.out,0,-,NPIPA8|annotated|1
chr16,69982545,69982658,63_sALS.SJ.out,0,-,NPIPB14P|annotated|1
chr17,655953,697418,63_sALS.SJ.out,3,-,VPS53|annotated|1
chr17,8463354,8466930,63_sALS.SJ.out,1,+,NDEL1|annotated|1
chr17,20110562,20204333,63_sALS.SJ.out,0,+,SPECC1|annotated|1
chr17,35844818,35844840,63_sALS.SJ.out,0,+,TAF15|none|2
chr17,43148783,43158976,63_sALS.SJ.out,1,-,ENSG00000267002|novel_donor|1
chr17,59886230,59892697,63_sALS.SJ.out,1,-,TUBD1|annotated|1
chr17,64973517,64974951,63_sALS.SJ.out,1,-,AMZ2P1|novel_donor|1
chr17,78692493,78696007,63_sALS.SJ.out,2,-,CYTH1|annotated|1
chr17,78696009,78698269,63_sALS.SJ.out,1,-,CYTH1|annotated|1
chr18,12793574,12794384,63_sALS.SJ.out,1,-,PTPN2|annotated|1
chr18,57620648,57621708,63_sALS.SJ.out,1,-,NARS1|annotated|1
chr19,7630846,7638726,63_sALS.SJ.out,1,+,CTD-3214H19.4|annotated|1
chr19,21971988,21972913,63_sALS.SJ.out,0,+,ZNF208|none|1
chr19,34390843,34391544,63_sALS.SJ.out,0,+,GPI|none|1
chr19,34391409,34392059,63_sALS.SJ.out,1,+,GPI|none|1
chr19,34391694,34391993,63_sALS.SJ.out,1,+,GPI|none|1
chr19,34391694,34392043,63_sALS.SJ.out,0,+,GPI|none|2
chr19,40036626,40047406,63_sALS.SJ.out,3,-,ZNF780B|annotated|1
chr19,52543347,52553107,63_sALS.SJ.out,2,+,ZNF808|annotated|1
chr19,52801702,52808007,63_sALS.SJ.out,0,-,ZNF28|annotated|1
chr19,53449638,53460915,63_sALS.SJ.out,0,+,ZNF761|annotated|1
chr19,58589114,58589211,63_sALS.SJ.out,0,+,LLNLR-271E8.1|none|1
chr2,54987698,55010087,63_sALS.SJ.out,1,-,RTN4|annotated|1
chr2,62831158,62859169,63_sALS.SJ.out,26,+,EHBP1|annotated|2
chr2,112652947,112657122,63_sALS.SJ.out,1,+,SLC20A1|annotated|2
chr2,159395834,159397074,63_sALS.SJ.out,25,-,BAZ2B|annotated|1
chr2,159397100,159397345,63_sALS.SJ.out,26,-,BAZ2B|annotated|1
chr2,165999776,166009719,63_sALS.SJ.out,1,-,SCN1A|annotated|1
chr2,167818809,167868811,63_sALS.SJ.out,3,+,B3GALT1-AS1|none|1
chr2,201475742,201478087,63_sALS.SJ.out,3,+,STRADB|novel_exon_skip|1
chr2,208273733,208274018,63_sALS.SJ.out,10,+,PIKFYVE|annotated|1
chr2,208274053,208276712,63_sALS.SJ.out,2,+,PIKFYVE|annotated|1
chr2,240728412,240734719,63_sALS.SJ.out,1,-,KIF1A|annotated|1
chr20,36214440,36221864,63_sALS.SJ.out,1,+,EPB41L1|novel_exon_skip|1
chr22,17706825,17726677,63_sALS.SJ.out,1,+,BCL2L13|annotated|1
chr22,28742728,28743882,63_sALS.SJ.out,9,+,HSCB|annotated|1
chr22,41994714,41996902,63_sALS.SJ.out,1,+,SEPTIN3|annotated|1
chr3,9468615,9470459,63_sALS.SJ.out,1,+,SETD5|novel_donor|7
chr3,10329125,10331983,63_sALS.SJ.out,8,-,ATP2B2|annotated|1
chr3,37066325,37072790,63_sALS.SJ.out,4,-,LRRFIP2|annotated|1
chr3,37072882,37075024,63_sALS.SJ.out,2,-,LRRFIP2|annotated|1
chr3,56559594,56560862,63_sALS.SJ.out,8,+,CCDC66|annotated|1
chr3,58412963,58420536,63_sALS.SJ.out,9,+,PXK|annotated|1
chr3,64022801,64023275,63_sALS.SJ.out,2,-,PSMD6|annotated|1
chr3,65364946,65379261,63_sALS.SJ.out,0,-,MAGI1|annotated|1
chr3,75739345,75741276,63_sALS.SJ.out,6,-,ZNF717|annotated|1
chr3,97798203,97800703,63_sALS.SJ.out,1,+,ARL6|annotated|1
chr3,138398572,138400534,63_sALS.SJ.out,1,+,MRAS|novel_donor|1
chr3,142736533,142743485,63_sALS.SJ.out,6,+,TRPC1|annotated|1
chr3,150411308,150423049,63_sALS.SJ.out,1,+,TSC22D2|annotated|1
chr3,197835738,197839321,63_sALS.SJ.out,3,+,LRCH3|annotated|4
chr4,3012705,3013688,63_sALS.SJ.out,1,+,GRK4|novel_donor|1
chr4,7992927,8008059,63_sALS.SJ.out,1,-,ABLIM2|annotated|1
chr4,16191523,16196658,63_sALS.SJ.out,2,-,TAPT1|annotated|1
chr4,27007700,27007983,63_sALS.SJ.out,5,+,STIM2|annotated|1
chr4,41473195,41494536,63_sALS.SJ.out,1,+,LIMCH1|novel_donor|1
chr4,94573393,94575943,63_sALS.SJ.out,2,+,PDLIM5|annotated|1
chr4,185639035,185646668,63_sALS.SJ.out,8,-,SORBS2|annotated|1
chr5,34949677,34950170,63_sALS.SJ.out,14,+,DNAJC21|annotated|1
chr5,38947441,38949356,63_sALS.SJ.out,1,-,RICTOR|annotated|1
chr5,154793723,154794100,63_sALS.SJ.out,1,+,LARP1|annotated|1
chr6,8430157,8435343,63_sALS.SJ.out,1,-,SLC35B3|annotated|1
chr6,12957544,13053365,63_sALS.SJ.out,2,+,PHACTR1|annotated|1
chr6,36515492,36521734,63_sALS.SJ.out,3,-,STK38|novel_exon_skip|1
chr6,136372649,136377755,63_sALS.SJ.out,3,-,MAP7|annotated|1
chr6,152143765,152145487,63_sALS.SJ.out,1,-,SYNE1|annotated|1
chr7,23521840,23522121,63_sALS.SJ.out,8,-,TRA2A|annotated|1
chr7,44013679,44016434,63_sALS.SJ.out,0,-,POLR2J4|annotated|1
chr7,74820023,74824933,63_sALS.SJ.out,0,-,GTF2IRD2|novel_exon_skip|1
chr7,81950508,81957460,63_sALS.SJ.out,1,-,CACNA2D1|novel_donor|1
chr7,95268707,95269261,63_sALS.SJ.out,0,+,PPP1R9A|annotated|1
chr7,108312731,108328421,63_sALS.SJ.out,0,-,NRCAM|annotated|1
chr7,122031559,122034095,63_sALS.SJ.out,4,+,PTPRZ1|annotated|1
chr8,28891484,28963811,63_sALS.SJ.out,3,+,HMBOX1|annotated|1
chr8,49912231,50394212,63_sALS.SJ.out,4,+,SNTG1|annotated|1
chr8,79611214,79616822,63_sALS.SJ.out,9,+,STMN2|novel_acceptor|9
chr8,86398479,86398575,63_sALS.SJ.out,1,+,WWP1|novel_acceptor|1
chr8,140890769,140948666,63_sALS.SJ.out,1,-,PTK2|annotated|1
chr9,35684550,35685064,63_sALS.SJ.out,55,-,TPM2|annotated|2
chr9,128845411,128846680,63_sALS.SJ.out,1,-,KYAT1|annotated|1
chrX,30724181,30728732,63_sALS.SJ.out,1,+,GK|annotated|1
chrX,54928710,54931204,63_sALS.SJ.out,3,+,TRO|annotated|1
chrX,77717243,77785845,63_sALS.SJ.out,2,-,ATRX|annotated|1
chrX,101658569,101659076,63_sALS.SJ.out,6,-,ARMCX2|annotated|1
chrX,107065758,107067556,63_sALS.SJ.out,2,-,RBM41|annotated|1
chr1,13749487,13769118,65_Control.SJ.out,1,+,PRDM2|annotated|1
chr1,24384003,24401319,65_Control.SJ.out,0,-,STPG1|annotated|1
chr1,29058645,29064982,65_Control.SJ.out,2,+,EPB41|annotated|1
chr1,40489624,40490780,65_Control.SJ.out,3,+,ZFP69|annotated|1
chr1,55151975,55153870,65_Control.SJ.out,1,-,USP24|annotated|1
chr1,70355208,70366444,65_Control.SJ.out,2,+,HHLA3|annotated|1
chr1,81936837,81942034,65_Control.SJ.out,9,+,ADGRL2|annotated|1
chr1,81979960,81980795,65_Control.SJ.out,1,+,ADGRL2|annotated|1
chr1,113614658,113618532,65_Control.SJ.out,1,+,MAGI3|annotated|1
chr1,161099062,161099598,65_Control.SJ.out,1,+,KLHDC9|annotated|1
chr1,168015951,168022988,65_Control.SJ.out,1,+,DCAF6|annotated|1
chr1,174305127,174320503,65_Control.SJ.out,1,+,RABGAP1L|novel_acceptor|1
chr1,201803714,201804489,65_Control.SJ.out,1,+,NAV1|annotated|2
chr1,201804497,201807953,65_Control.SJ.out,1,+,NAV1|annotated|2
chr1,204988806,204991292,65_Control.SJ.out,6,+,NFASC|annotated|1
chr1,228288888,228294152,65_Control.SJ.out,1,+,OBSCN|novel_exon_skip|2
chr10,37971807,37971915,65_Control.SJ.out,3,-,ZNF25|novel_donor|1
chr10,48575658,48582953,65_Control.SJ.out,1,-,ARHGAP22|annotated|1
chr10,60134358,60138964,65_Control.SJ.out,3,-,ANK3|novel_exon_skip|1
chr10,62057318,62059267,65_Control.SJ.out,1,+,ARID5B|annotated|1
chr10,73873083,73873201,65_Control.SJ.out,1,-,CAMK2G|novel_donor|1
chr10,77008193,77011967,65_Control.SJ.out,3,-,KCNMA1|annotated|2
chr10,77019099,77027823,65_Control.SJ.out,13,-,KCNMA1|annotated|1
chr11,18312024,18321946,65_Control.SJ.out,1,-,HPS5|annotated|1
chr11,22726433,22737705,65_Control.SJ.out,1,+,GAS2|annotated|1
chr11,33348228,33348522,65_Control.SJ.out,1,+,HIPK3|annotated|1
chr11,44096321,44107683,65_Control.SJ.out,0,+,EXT2|annotated|1
chr11,119097297,119098403,65_Control.SJ.out,1,-,DPAGT1|annotated|1
chr11,123578430,123584312,65_Control.SJ.out,3,+,GRAMD1B|annotated|1
chr11,128992046,128998319,65_Control.SJ.out,1,-,ARHGAP32|novel_acceptor|7
chr12,27302188,27309114,65_Control.SJ.out,0,+,STK38L|annotated|1
chr12,27656730,27658816,65_Control.SJ.out,7,+,PPFIBP1|annotated|1
chr12,27658848,27660884,65_Control.SJ.out,1,+,PPFIBP1|annotated|1
chr12,39320013,39321348,65_Control.SJ.out,1,-,KIF21A|annotated|2
chr12,39326324,39330746,65_Control.SJ.out,32,-,KIF21A|annotated|1
chr12,40763198,40908357,65_Control.SJ.out,2,+,CNTN1|annotated|1
chr12,50401028,50427765,65_Control.SJ.out,3,+,LARP4|annotated|1
chr12,53537552,53543297,65_Control.SJ.out,1,-,ATF7|annotated|1
chr12,57231000,57231713,65_Control.SJ.out,1,+,SHMT2|annotated|1
chr12,57303217,57304473,65_Control.SJ.out,1,-,R3HDM2|novel_donor|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,SLC26A10|annotated|1
chr12,57623913,57624003,65_Control.SJ.out,0,+,RP11-571M6.19|annotated|1
chr12,57625752,57625998,65_Control.SJ.out,1,+,RP11-571M6.19|annotated|1
chr12,70294294,70310895,65_Control.SJ.out,1,+,CNOT2|annotated|1
chr12,79805768,79807226,65_Control.SJ.out,1,-,PPP1R12A|annotated|1
chr12,118151158,118151927,65_Control.SJ.out,1,-,TAOK3|novel_donor|2
chr12,121244615,121245140,65_Control.SJ.out,1,-,CAMKK2|annotated|1
chr13,35164509,35171272,65_Control.SJ.out,1,+,NBEA|annotated|1
chr13,75804541,75809154,65_Control.SJ.out,12,+,LMO7|annotated|1
chr13,111277673,111280538,65_Control.SJ.out,0,+,ARHGEF7|annotated|3
chr14,21431858,21437194,65_Control.SJ.out,2,-,CHD8|annotated|1
chr14,23298917,23299401,65_Control.SJ.out,4,-,PPP1R3E|annotated|1
chr14,75053659,75056447,65_Control.SJ.out,4,-,ACYP1|novel_donor|1
chr14,100845533,100845876,65_Control.SJ.out,1,+,MEG3|annotated|1
chr15,43632934,43635360,65_Control.SJ.out,1,-,CATSPER2|annotated|1
chr15,74900137,74901950,65_Control.SJ.out,1,-,FAM219B|annotated|1
chr15,101699435,101701086,65_Control.SJ.out,1,-,TARS3|annotated|1
chr16,10972559,10972938,65_Control.SJ.out,2,+,CLEC16A|annotated|1
chr16,14937505,14941812,65_Control.SJ.out,0,+,NPIPA1|annotated|1
chr16,18319298,18319795,65_Control.SJ.out,0,-,NPIPA8|annotated|1
chr16,21174148,21177162,65_Control.SJ.out,1,+,TMEM159|novel_acceptor|1
chr16,30240242,30245454,65_Control.SJ.out,0,-,NPIPB13|annotated|1
chr16,69982545,69982658,65_Control.SJ.out,0,-,NPIPB14P|annotated|1
chr17,655953,697418,65_Control.SJ.out,1,-,VPS53|annotated|1
chr17,8460160,8463320,65_Control.SJ.out,1,+,NDEL1|annotated|1
chr17,8463354,8466930,65_Control.SJ.out,4,+,NDEL1|annotated|1
chr17,15677277,15677575,65_Control.SJ.out,0,-,TRIM16|annotated|1
chr17,18856429,18865802,65_Control.SJ.out,1,+,PRPSAP2|novel_exon_skip|1
chr17,20110562,20204333,65_Control.SJ.out,7,+,SPECC1|annotated|1
chr17,32008132,32021393,65_Control.SJ.out,1,+,LRRC37B|annotated|1
chr17,35844818,35844840,65_Control.SJ.out,0,+,TAF15|none|2
chr17,43536498,43544162,65_Control.SJ.out,1,+,DHX8|annotated|1
chr17,46517233,46570759,65_Control.SJ.out,0,-,ARL17A|annotated|1
chr17,64751601,64751807,65_Control.SJ.out,1,-,ARHGAP27P1-BPTFP1-KPNA2P3|ambig_gene|1
chr17,64973517,64974951,65_Control.SJ.out,1,-,AMZ2P1|novel_donor|1
chr17,75040202,75042181,65_Control.SJ.out,0,-,ATP5PD|novel_acceptor|1
chr17,77216218,77216271,65_Control.SJ.out,0,+,SEC14L1|none|1
chr17,78692493,78696007,65_Control.SJ.out,1,-,CYTH1|annotated|1
chr18,5406968,5419711,65_Control.SJ.out,1,-,EPB41L3|annotated|1
chr18,57620648,57621708,65_Control.SJ.out,2,-,NARS1|annotated|1
chr19,7630846,7638726,65_Control.SJ.out,1,+,CTD-3214H19.4|annotated|1
chr19,36572392,36573043,65_Control.SJ.out,2,-,ZNF529|novel_donor|4
chr19,36605347,36607552,65_Control.SJ.out,1,+,ZNF382|annotated|1
chr19,40036626,40047406,65_Control.SJ.out,1,-,ZNF780B|annotated|1
chr19,51994837,52001813,65_Control.SJ.out,2,-,ZNF615|annotated|1
chr19,52543347,52553107,65_Control.SJ.out,4,+,ZNF808|annotated|1
chr19,53449638,53460915,65_Control.SJ.out,0,+,ZNF761|annotated|1
chr19,56421525,56422891,65_Control.SJ.out,3,+,ZNF583|novel_donor|1
chr19,58589114,58589211,65_Control.SJ.out,0,+,LLNLR-271E8.1|none|1
chr2,17753967,17759929,65_Control.SJ.out,3,+,GEN1|annotated|1
chr2,32064246,32087495,65_Control.SJ.out,1,+,SPAST|annotated|1
chr2,54987698,55010087,65_Control.SJ.out,15,-,RTN4|annotated|1
chr2,55266518,55267569,65_Control.SJ.out,1,-,MTIF2|annotated|1
chr2,62831158,62859169,65_Control.SJ.out,3,+,EHBP1|annotated|2
chr2,74657624,74674498,65_Control.SJ.out,1,+,SEMA4F|annotated|1
chr2,119915242,119932424,65_Control.SJ.out,1,+,PTPN4|novel_exon_skip|1
chr2,121410969,121418622,65_Control.SJ.out,1,-,CLASP1|annotated|1
chr2,158621421,158624955,65_Control.SJ.out,0,+,PKP4|annotated|1
chr2,159395834,159397068,65_Control.SJ.out,2,-,BAZ2B|novel_donor|1
chr2,159395834,159397074,65_Control.SJ.out,8,-,BAZ2B|annotated|1
chr2,159397100,159397345,65_Control.SJ.out,12,-,BAZ2B|annotated|1
chr2,206765654,206766644,65_Control.SJ.out,1,+,FASTKD2|annotated|1
chr2,208253959,208254031,65_Control.SJ.out,0,-,IDH1|annotated|1
chr2,208273733,208274018,65_Control.SJ.out,3,+,PIKFYVE|annotated|1
chr2,208274053,208276712,65_Control.SJ.out,5,+,PIKFYVE|annotated|1
chr20,36214440,36221864,65_Control.SJ.out,1,+,EPB41L1|novel_exon_skip|1
chr3,10329125,10331983,65_Control.SJ.out,18,-,ATP2B2|annotated|1
chr3,37066325,37072790,65_Control.SJ.out,2,-,LRRFIP2|annotated|1
chr3,57865292,57890041,65_Control.SJ.out,1,+,SLMAP|annotated|1
chr3,58412963,58420536,65_Control.SJ.out,23,+,PXK|annotated|1
chr3,62275966,62276972,65_Control.SJ.out,2,+,PTPRG|annotated|1
chr3,119434882,119435755,65_Control.SJ.out,1,-,TMEM39A|annotated|1
chr3,125315053,125323309,65_Control.SJ.out,1,-,ZNF148|annotated|1
chr3,142736533,142743485,65_Control.SJ.out,10,+,TRPC1|annotated|1
chr3,150411308,150423049,65_Control.SJ.out,4,+,TSC22D2|annotated|1
chr3,170178938,170181687,65_Control.SJ.out,1,-,PHC3|annotated|1
chr3,180616966,180619259,65_Control.SJ.out,1,-,CCDC39|annotated|1
chr4,3012705,3013688,65_Control.SJ.out,1,+,GRK4|novel_donor|1
chr4,16191523,16196658,65_Control.SJ.out,5,-,TAPT1|annotated|1
chr4,16196723,16202462,65_Control.SJ.out,3,-,TAPT1|annotated|1
chr4,27007700,27007983,65_Control.SJ.out,9,+,STIM2|annotated|1
chr4,44718410,44726474,65_Control.SJ.out,1,-,GNPDA2|annotated|1
chr4,70789592,70793765,65_Control.SJ.out,2,+,RUFY3|annotated|1
chr4,94573393,94575943,65_Control.SJ.out,1,+,PDLIM5|annotated|1
chr4,98352601,98404477,65_Control.SJ.out,1,+,RAP1GDS1|annotated|1
chr4,185318939,185320733,65_Control.SJ.out,1,+,SNX25|novel_donor|1
chr4,185639035,185646668,65_Control.SJ.out,5,-,SORBS2|annotated|1
chr5,34949677,34950170,65_Control.SJ.out,23,+,DNAJC21|annotated|1
chr5,38947441,38949356,65_Control.SJ.out,3,-,RICTOR|annotated|1
chr5,115813258,115813898,65_Control.SJ.out,1,-,CDO1|annotated|6
chr5,115840612,115840818,65_Control.SJ.out,1,-,ATG12|annotated|1
chr5,116292560,116298247,65_Control.SJ.out,0,+,COMMD10|annotated|1
chr5,154793723,154794100,65_Control.SJ.out,6,+,LARP1|annotated|1
chr5,171914405,171957597,65_Control.SJ.out,1,-,FBXW11|annotated|1
chr6,12957544,13053365,65_Control.SJ.out,5,+,PHACTR1|annotated|1
chr6,28435607,28443399,65_Control.SJ.out,2,-,ZSCAN23|annotated|1
chr6,30707454,30711412,65_Control.SJ.out,1,-,MDC1|annotated|1
chr6,44219782,44227260,65_Control.SJ.out,1,+,SLC29A1|annotated|1
chr6,46671228,46676550,65_Control.SJ.out,1,+,SLC25A27|novel_acceptor|1
chr6,75602576,75623900,65_Control.SJ.out,2,+,SENP6|novel_exon_skip|1
chr6,127473391,127475302,65_Control.SJ.out,2,-,SOGA3|annotated|1
chr6,127473391,127475302,65_Control.SJ.out,2,-,RP3-403A15.5|annotated|1
chr6,127473391,127475302,65_Control.SJ.out,2,-,SOGA3|annotated|1
chr6,127473391,127475302,65_Control.SJ.out,2,-,RP3-403A15.5|annotated|1
chr6,127473391,127475302,65_Control.SJ.out,2,-,SOGA3|annotated|1
chr6,127473391,127475302,65_Control.SJ.out,2,-,RP3-403A15.5|annotated|1
chr6,127473391,127475302,65_Control.SJ.out,2,-,SOGA3|annotated|1
chr6,127473391,127475302,65_Control.SJ.out,2,-,RP3-403A15.5|annotated|1
chr6,136372649,136377755,65_Control.SJ.out,2,-,MAP7|annotated|1
chr6,152143765,152145487,65_Control.SJ.out,2,-,SYNE1|annotated|1
chr6,159679298,159682474,65_Control.SJ.out,4,-,SOD2|annotated|1
chr6,161097176,161101892,65_Control.SJ.out,1,+,MAP3K4|annotated|1
chr7,23521840,23522121,65_Control.SJ.out,5,-,TRA2A|annotated|1
chr7,45728313,45735607,65_Control.SJ.out,1,-,SEPTIN7P2|novel_donor|7
chr7,45729026,45736787,65_Control.SJ.out,1,-,SEPTIN7P2|annotated|1
chr7,64815044,64830940,65_Control.SJ.out,1,+,ZNF138|annotated|1
chr7,78065662,78078947,65_Control.SJ.out,6,-,MAGI2|annotated|1
chr7,81950508,81957460,65_Control.SJ.out,1,-,CACNA2D1|novel_donor|1
chr7,87650937,87693908,65_Control.SJ.out,1,+,RUNDC3B|annotated|1
chr7,91880113,91880640,65_Control.SJ.out,4,-,MTERF1|novel_donor|1
chr8,37766355,37766482,65_Control.SJ.out,1,+,PLPBP|annotated|1
chr8,49912231,50394212,65_Control.SJ.out,1,+,SNTG1|annotated|1
chr8,51899846,51946436,65_Control.SJ.out,8,+,RP11-110G21.1|annotated|1
chr8,80050471,80051527,65_Control.SJ.out,1,-,TPD52|annotated|1
chr8,86398479,86398575,65_Control.SJ.out,1,+,WWP1|novel_acceptor|1
chr8,108241913,108309336,65_Control.SJ.out,1,-,EIF3E|annotated|1
chr9,35684550,35685064,65_Control.SJ.out,0,-,TPM2|annotated|2
chr9,41156439,41160938,65_Control.SJ.out,0,-,CBWD6|annotated|1
chr9,85818745,85822880,65_Control.SJ.out,0,+,RP11-213G2.3|novel_donor|1
chr9,95897971,95915668,65_Control.SJ.out,1,+,ERCC6L2|annotated|1
chr9,101407305,101407929,65_Control.SJ.out,3,+,ZNF189|novel_donor|1
chr9,105299937,105309724,65_Control.SJ.out,2,+,SLC44A1|annotated|1
chr9,105512936,105546358,65_Control.SJ.out,1,+,FSD1L|novel_exon_skip|1
chrX,11254707,11265686,65_Control.SJ.out,1,-,ARHGAP6|annotated|1
chrX,30724181,30728732,65_Control.SJ.out,1,+,GK|annotated|1
chrX,54928710,54931204,65_Control.SJ.out,4,+,TRO|annotated|1
chrX,76175613,76177616,65_Control.SJ.out,2,+,PBDC1|annotated|1
chrX,81118488,81118730,65_Control.SJ.out,1,-,HMGN5|novel_acceptor|1
chrX,100402851,100403524,65_Control.SJ.out,1,-,PCDH19|annotated|1
chrX,101658569,101659076,65_Control.SJ.out,3,-,ARMCX2|annotated|1
chrX,107065758,107067556,65_Control.SJ.out,0,-,RBM41|annotated|1
chrX,109537270,109538045,65_Control.SJ.out,1,+,NXT2|annotated|1
chrX,134807341,134807540,65_Control.SJ.out,1,+,PABIR3|annotated|1
chrX,150750843,150751030,65_Control.SJ.out,1,+,MTMR1|annotated|1
chr1,13749487,13769118,67_Control.SJ.out,4,+,PRDM2|annotated|1
chr1,24384003,24401319,67_Control.SJ.out,1,-,STPG1|annotated|1
chr1,29058645,29064982,67_Control.SJ.out,3,+,EPB41|annotated|1
chr1,51836422,51840226,67_Control.SJ.out,2,-,NRDC|novel_acceptor|1
chr1,68098753,68137780,67_Control.SJ.out,1,-,WLS|annotated|2
chr1,81936837,81942031,67_Control.SJ.out,1,+,ADGRL2|novel_acceptor|1
chr1,81936837,81942034,67_Control.SJ.out,20,+,ADGRL2|annotated|1
chr1,81979960,81980795,67_Control.SJ.out,1,+,ADGRL2|annotated|1
chr1,81985355,81987289,67_Control.SJ.out,1,+,ADGRL2|annotated|1
chr1,90918154,90935408,67_Control.SJ.out,0,-,ZNF644|annotated|1
chr1,92345914,92357557,67_Control.SJ.out,1,+,RPAP2|novel_acceptor|1
chr1,201803714,201804489,67_Control.SJ.out,2,+,NAV1|annotated|2
